id;the_geom;ID;POJEMNOSC
handel_region.55;MULTIPOLYGON (((623558.42 479314.6599999994, 623549.87 479297.9649999994, 623528.36 479309.2149999994, 623527.34 479307.18999999936, 623518.82 479311.50999999937, 623532.74 479339.00499999936, 623541.29 479334.6999999994, 623537.51 479327.30499999935, 623540.8099999999 479325.60999999935, 623540.0599999999 479324.1549999994, 623558.42 479314.6599999994)));55;50
handel_region.56;MULTIPOLYGON (((623371.67 478081.9749999994, 623361.8 478053.4749999994, 623341.61 478060.25499999936, 623351.66 478088.9049999994, 623371.67 478081.9749999994)));56;43
handel_region.57;MULTIPOLYGON (((622538.72 477772.79499999934, 622528.94 477757.5249999994, 622526.12 477759.30999999936, 622522.88 477754.1499999994, 622514.6 477759.44499999937, 622520.75 477769.04499999934, 622527.74 477779.87499999936, 622538.72 477772.79499999934)));57;20
handel_region.58;MULTIPOLYGON (((620983.43 476009.8449999994, 620971.82 476006.9049999994, 620970.32 476012.7249999994, 620981.96 476015.6649999994, 620983.43 476009.8449999994)));58;5
handel_region.59;MULTIPOLYGON (((628021.61 474446.75499999936, 628009.19 474434.3949999994, 628001.75 474441.7749999994, 628003.1 474443.12499999936, 627998.63 474447.56499999936, 628010.36 474459.30999999936, 628015.07 474454.6449999994, 628014.08 474453.7749999994, 628021.61 474446.75499999936)));59;19
handel_region.60;MULTIPOLYGON (((619746.98 468082.0749999994, 619736.99 468074.04999999935, 619734.53 468077.1999999994, 619732.7 468075.68499999936, 619730.45 468078.4149999994, 619732.34 468079.94499999937, 619726.52 468087.23499999935, 619724.66 468085.74999999936, 619723.16 468087.60999999935, 619725.02 468089.0949999994, 619722.68 468092.06499999936, 619732.64 468100.0299999994, 619746.98 468082.0749999994)));60;20
handel_region.61;MULTIPOLYGON (((626704.04 476968.13499999937, 626703.98 476967.66999999934, 626680.7 476972.9049999994, 626680.79 476973.36999999936, 626682.65 476972.9649999994, 626681.87 476978.1549999994, 626700.08 476980.8999999994, 626701.91 476968.5999999994, 626704.04 476968.13499999937)));61;12
handel_region.62;MULTIPOLYGON (((625704.5599999999 480101.61999999936, 625698.11 480090.44499999937, 625685.99 480090.66999999934, 625687.52 480093.17499999935, 625687.94 480092.9049999994, 625692.74 480100.6449999994, 625692.47 480100.7799999994, 625695.86 480106.6449999994, 625704.5599999999 480101.61999999936)));62;10
handel_region.63;MULTIPOLYGON (((618389.57 479661.93999999936, 618380.66 479665.49499999936, 618388.4 479684.81499999936, 618397.49 479680.88499999937, 618393.47 479671.25499999936, 618389.57 479661.93999999936)));63;13
handel_region.64;MULTIPOLYGON (((617497.55 476457.5349999994, 617495.0599999999 476456.0949999994, 617497.19 476452.43499999936, 617492.99 476449.98999999935, 617490.86 476453.63499999937, 617488.46 476452.23999999935, 617483.84 476460.18999999936, 617483.54 476460.66999999934, 617492.63 476465.97999999934, 617497.55 476457.5349999994)));64;8
handel_region.65;MULTIPOLYGON (((618599.63 472655.93499999936, 618601.19 472666.3449999994, 618599.66 472666.5849999994, 618600.05 472669.31499999936, 618605.84 472668.4749999994, 618604.16 472657.13499999937, 618605.78 472656.92499999935, 618605.51 472654.94499999937, 618605.0599999999 472655.00499999936, 618599.63 472655.93499999936)));65;4
handel_region.66;MULTIPOLYGON (((624330.29 480171.0249999994, 624327.38 480163.37499999936, 624322.01 480165.4749999994, 624325.01 480173.1549999994, 624330.29 480171.0249999994)));66;3
handel_region.67;MULTIPOLYGON (((617573.27 475944.0849999994, 617591.66 475942.7799999994, 617591.12 475934.75499999936, 617572.7 475936.04499999934, 617572.55 475934.04999999935, 617569.22 475934.2899999994, 617569.07 475932.5349999994, 617563.61 475932.92499999935, 617563.73 475934.67999999935, 617560.43 475934.9049999994, 617561.27 475946.93499999936, 617564.54 475946.7099999994, 617564.69 475948.4499999994, 617570.24 475948.05999999936, 617570.12 475946.30499999935, 617573.42 475946.0799999994, 617573.27 475944.0849999994)));67;21
handel_region.68;MULTIPOLYGON (((623644.55 472074.68499999936, 623646.08 472065.6399999994, 623615.87 472060.67499999935, 623614.28 472069.5849999994, 623644.55 472074.68499999936)));68;19
handel_region.69;MULTIPOLYGON (((623541.41 472264.5249999994, 623543.12 472259.4549999994, 623537.48 472257.54999999935, 623535.59 472263.0399999994, 623535.5 472263.23499999935, 623537.03 472263.74499999936, 623536.07 472266.5949999994, 623532.65 472265.43999999936, 623530.13 472273.0299999994, 623537.72 472275.56499999936, 623538.44 472273.3899999994, 623541.41 472264.5249999994)));69;8
handel_region.70;MULTIPOLYGON (((616732.1 472660.8999999994, 616732.34 472651.55499999935, 616723.1 472651.2849999994, 616722.83 472660.5849999994, 616732.1 472660.8999999994)));70;6
handel_region.71;MULTIPOLYGON (((620795.24 474609.48999999935, 620798.15 474611.6499999994, 620798.54 474611.0949999994, 620802.14 474606.1449999994, 620801.63 474605.75499999936, 620803.1 474603.86499999935, 620796.05 474598.41999999934, 620794.67 474600.29499999934, 620790.47 474605.9649999994, 620795.24 474609.48999999935)));71;6
handel_region.72;MULTIPOLYGON (((622366.73 472970.2749999994, 622365.2 472975.3449999994, 622380.05 472979.8449999994, 622381.88 472973.81499999936, 622381.1 472973.5749999994, 622366.73 472970.2749999994)));72;6
handel_region.73;MULTIPOLYGON (((623289.32 472842.8349999994, 623286.6799999999 472850.8449999994, 623294.0599999999 472853.31999999937, 623296.7 472845.4149999994, 623289.32 472842.8349999994)));73;4
handel_region.74;MULTIPOLYGON (((623077.16 473675.1549999994, 623068.94 473670.29499999934, 623065.28 473676.4599999994, 623073.53 473681.3349999994, 623077.16 473675.1549999994)));74;5
handel_region.75;MULTIPOLYGON (((622932.38 473875.62999999936, 622925.72 473872.2849999994, 622923.71 473876.2299999994, 622920.29 473874.50499999936, 622918.52 473878.0149999994, 622921.88 473879.7849999994, 622928.54 473883.29499999934, 622932.38 473875.62999999936)));75;5
handel_region.76;MULTIPOLYGON (((622821.98 476458.6449999994, 622806.5 476451.0849999994, 622800.17 476464.2699999994, 622808.69 476468.37999999936, 622812.77 476459.91999999934, 622819.76 476463.29499999934, 622821.98 476458.6449999994)));76;12
handel_region.77;MULTIPOLYGON (((622914.47 476888.18499999936, 622908.53 476886.81999999937, 622907.3 476892.17499999935, 622902.38 476891.0349999994, 622901 476897.3949999994, 622905.86 476898.3999999994, 622904.84 476902.7799999994, 622910.78 476904.17499999935, 622914.47 476888.18499999936)));77;9
handel_region.78;MULTIPOLYGON (((623543.9 470683.92999999935, 623542.34 470678.00499999936, 623532.6799999999 470675.3349999994, 623531.24 470680.43499999936, 623543.9 470683.92999999935)));78;4
handel_region.79;MULTIPOLYGON (((626588.99 482116.2849999994, 626588.03 482104.49499999936, 626578.73 482105.22999999934, 626579.69 482117.0349999994, 626588.99 482116.2849999994)));79;7
handel_region.80;MULTIPOLYGON (((626583.86 482142.4749999994, 626608.4 482141.00499999936, 626605.76 482132.36499999935, 626596.25 482132.93499999936, 626595.53 482128.9749999994, 626594.03 482129.43999999936, 626583.26 482133.05499999935, 626583.86 482142.4749999994)));80;16
handel_region.81;MULTIPOLYGON (((623174 479472.17499999935, 623181.08 479481.7149999994, 623185.88 479478.1449999994, 623208.02 479461.61499999935, 623203.4299999999 479455.61499999935, 623204.12 479455.0149999994, 623201.15 479452.37499999936, 623201.66 479451.8949999994, 623198.57 479448.8949999994, 623199.08 479448.42999999935, 623196.83 479446.67499999935, 623195.84 479445.35499999934, 623173.82 479461.9149999994, 623174.09 479462.2899999994, 623169.29 479465.8449999994, 623174 479472.17499999935)));81;45
handel_region.82;MULTIPOLYGON (((625686.05 480213.98499999935, 625697.87 480213.8349999994, 625697.63 480194.9649999994, 625694.3 480194.99499999936, 625694.3 480196.0299999994, 625685.8099999999 480196.13499999937, 625685.9 480202.25499999936, 625686.05 480213.98499999935)));82;14
handel_region.83;MULTIPOLYGON (((624280.61 480755.2749999994, 624286.91 480754.2249999994, 624285.17 480743.81499999936, 624278.87 480744.86499999935, 624280.61 480755.2749999994)));83;4
handel_region.84;MULTIPOLYGON (((622355.93 478646.8899999994, 622361.75 478644.48999999935, 622375.43 478638.86499999935, 622366.34 478616.06499999936, 622343.3 478625.6649999994, 622352.57 478648.2699999994, 622355.93 478646.8899999994)));84;40
handel_region.85;MULTIPOLYGON (((624225.47 478798.5249999994, 624215.9 478803.8949999994, 624218.36 478808.22999999934, 624227.9 478802.85999999935, 624225.47 478798.5249999994)));85;4
handel_region.86;MULTIPOLYGON (((625823.87 481371.5949999994, 625814.87 481371.9549999994, 625815.05 481376.8899999994, 625824.05 481376.54499999934, 625823.87 481371.5949999994)));86;3
handel_region.87;MULTIPOLYGON (((618437.54 476235.4149999994, 618435.23 476230.2249999994, 618426.35 476234.18499999936, 618428.63 476239.3449999994, 618437.54 476235.4149999994)));87;4
handel_region.88;MULTIPOLYGON (((613789.58 479797.1499999994, 613776.41 479813.7249999994, 613782.68 479818.7199999994, 613784.48 479820.1599999994, 613786.76 479817.29499999934, 613784.96 479815.86999999936, 613795.88 479802.1599999994, 613789.58 479797.1499999994)));88;12
handel_region.89;MULTIPOLYGON (((623291.51 478300.31499999936, 623302.34 478288.49499999936, 623300.21 478286.42499999935, 623301.89 478284.68499999936, 623299.61 478282.55499999935, 623297.96 478284.3249999994, 623289.23 478276.13499999937, 623288.09 478277.3349999994, 623278.79 478268.61999999936, 623281.13 478266.0249999994, 623278.34 478263.44499999937, 623251.04 478293.35499999934, 623262.59 478304.06499999936, 623277.8 478287.6399999994, 623285.21 478294.47999999934, 623283.83 478296.2049999994, 623285.69 478297.8999999994, 623287.19 478296.3249999994, 623291.51 478300.31499999936)));89;61
handel_region.90;MULTIPOLYGON (((624473.63 472593.8949999994, 624503.9299999999 472592.6049999994, 624502.73 472560.12999999936, 624498.14 472560.24999999936, 624496.28 472562.25999999937, 624496.79 472575.05499999935, 624494.45 472577.6049999994, 624490.16 472577.73999999935, 624488.99 472576.49499999936, 624481.37 472576.79499999934, 624479.3 472579.0749999994, 624479.51 472584.8349999994, 624473.36 472585.0149999994, 624473.63 472593.8949999994)));90;37
handel_region.91;MULTIPOLYGON (((616808.3 475712.99499999936, 616786.19 475691.3349999994, 616777.79 475699.8249999994, 616799.93 475721.5299999994, 616808.3 475712.99499999936)));91;25
handel_region.92;MULTIPOLYGON (((622596.05 477968.9499999994, 622601.87 477962.55999999936, 622597.55 477958.61499999935, 622591.73 477965.00499999936, 622596.05 477968.9499999994)));92;3
handel_region.93;MULTIPOLYGON (((622602.62 477974.93499999936, 622608.47 477968.54499999934, 622601.87 477962.55999999936, 622596.05 477968.9499999994, 622602.62 477974.93499999936)));93;5
handel_region.94;MULTIPOLYGON (((622871.96 478690.80999999936, 622872.71 478690.49499999936, 622867.64 478677.66999999934, 622856.6 478682.36499999935, 622859.57 478690.10499999934, 622870.01 478685.99499999936, 622871.96 478690.80999999936)));94;7
handel_region.95;MULTIPOLYGON (((619604.72 480852.12999999936, 619602.71 480843.2199999994, 619593.62 480845.2749999994, 619595.12 480854.2899999994, 619604.72 480852.12999999936)));95;6
handel_region.96;MULTIPOLYGON (((616015.46 479097.2649999994, 616013.48 479088.0249999994, 616004.54 479089.94499999937, 616006.55 479099.18499999936, 616015.46 479097.2649999994)));96;6
handel_region.97;MULTIPOLYGON (((617162.33 477052.73499999935, 617164.22 477047.16999999934, 617156.39 477044.48499999935, 617154.2 477050.9499999994, 617159.12 477052.6449999994, 617159.42 477051.74499999936, 617162.33 477052.73499999935)));97;4
handel_region.98;MULTIPOLYGON (((616614.71 476824.11999999936, 616614.23 476815.2849999994, 616578.68 476817.2799999994, 616579.16 476826.12999999936, 616614.71 476824.11999999936)));98;21
handel_region.99;MULTIPOLYGON (((617440.43 476478.50499999936, 617437.4 476484.75999999937, 617442.5 476486.8899999994, 617441.36 476489.63499999937, 617445.65 476491.4499999994, 617445.8 476490.9549999994, 617446.76 476488.6599999994, 617447.39 476488.92999999935, 617449.88 476483.06499999936, 617449.19 476482.73499999935, 617440.43 476478.50499999936)));99;6
handel_region.100;MULTIPOLYGON (((617389.94 476545.61499999935, 617388.68 476536.5849999994, 617384.93 476537.12499999936, 617385.41 476540.69499999937, 617379.53 476541.50499999936, 617380.28 476546.9649999994, 617383.3099999999 476546.54499999934, 617383.25 476546.0949999994, 617387.12 476545.55499999935, 617387.21 476546.00499999936, 617389.94 476545.61499999935)));100;4
handel_region.101;MULTIPOLYGON (((617473.46 476580.6399999994, 617489.03 476578.0299999994, 617487.68 476568.81999999937, 617487.62 476568.56499999936, 617470.25 476572.2099999994, 617473.46 476580.6399999994)));101;10
handel_region.102;MULTIPOLYGON (((617477.24 476647.8249999994, 617474.51 476633.69499999937, 617470.88 476634.4149999994, 617473.61 476648.54499999934, 617477.24 476647.8249999994)));102;4
handel_region.103;MULTIPOLYGON (((617524.01 476569.05999999936, 617531.45 476572.79499999934, 617533.13 476569.67499999935, 617534.72 476566.7049999994, 617530.82 476564.61999999936, 617527.19 476562.66999999934, 617524.01 476569.05999999936)));103;4
handel_region.104;MULTIPOLYGON (((617609.78 476641.2249999994, 617594.42 476631.5949999994, 617596.19 476628.7149999994, 617591.33 476625.6549999994, 617589.5 476628.54999999935, 617578.64 476621.75499999936, 617578.07 476622.56499999936, 617562.83 476612.87499999936, 617557.67 476620.9599999994, 617573.54 476630.9649999994, 617574.08 476630.12499999936, 617604.68 476649.30999999936, 617609.78 476641.2249999994)));104;36
handel_region.105;MULTIPOLYGON (((625068.35 480412.7049999994, 625068.23 480413.5749999994, 625068.77 480413.61999999936, 625067.66 480424.7049999994, 625067.09 480424.6449999994, 625067 480425.6649999994, 625067.54 480425.7249999994, 625066.37 480436.56999999937, 625066.13 480436.55499999935, 625066.1 480437.48499999935, 625070.66 480437.85999999935, 625074.11 480438.17499999935, 625092.11 480439.8249999994, 625092.08 480440.10999999935, 625092.65 480440.16999999934, 625092.74 480439.10499999934, 625092.53 480439.0749999994, 625093.61 480428.2749999994, 625094.0599999999 480428.31999999937, 625094.1799999999 480427.1649999994, 625093.7 480427.11999999936, 625094.78 480416.12499999936, 625095.29 480416.1549999994, 625095.44 480414.92499999935, 625094.9299999999 480414.87999999936, 625095.95 480404.5149999994, 625096.3099999999 480404.54499999934, 625096.4299999999 480403.5849999994, 625095.71 480403.50999999937, 625095.6799999999 480403.67499999935, 625070.69 480401.12499999936, 625070.69 480400.94499999937, 625070 480400.86999999936, 625069.88 480401.91999999934, 625070.09 480401.93499999936, 625068.89 480412.62999999936, 625068.35 480412.5849999994, 625068.35 480412.7049999994)));105;64
handel_region.106;MULTIPOLYGON (((625058.6 480452.1999999994, 625062.74 480412.11999999936, 625068.08 480412.6599999994, 625068.35 480412.7049999994, 625068.35 480412.5849999994, 625068.89 480412.62999999936, 625070.09 480401.93499999936, 625069.88 480401.91999999934, 625069.4 480401.87499999936, 625063.82 480401.36499999935, 625063.97 480399.44499999937, 625061.09 480399.29499999934, 625060.94 480402.2049999994, 625061.57 480402.2199999994, 625061.54 480403.0749999994, 625048.28 480401.69499999937, 625047.38 480412.10499999934, 625046.3 480411.98499999935, 625045.22 480412.9599999994, 625046.09 480414.3249999994, 625047.14 480414.42999999935, 625044.8 480438.11499999935, 625043.75 480437.97999999934, 625042.55 480438.8499999994, 625043.48 480439.8249999994, 625044.62 480439.98999999935, 625043.63 480450.56499999936, 625051.97 480451.5399999994, 625058.6 480452.1999999994)));106;55
handel_region.107;MULTIPOLYGON (((622580.8099999999 478998.3399999994, 622592.03 478993.4049999994, 622583.84 478974.66999999934, 622582.49 478971.56499999936, 622587.89 478969.1499999994, 622582.94 478957.9749999994, 622566.29 478965.2799999994, 622568.63 478970.6649999994, 622565.93 478971.8349999994, 622567.79 478976.06499999936, 622568.48 478977.6399999994, 622569.14 478979.2149999994, 622571.8099999999 478978.04499999934, 622572.59 478979.7249999994, 622580.8099999999 478998.3399999994)));107;36
